10172-01,Life Changer Church,2221 Cornerstone Ave,Claremore,OK,74017,918-341-8344
10173-01,Owasso Community Resources,"109 N. Birch, Suite 109",Owasso,OK,74055,918-272-4969
10176-01,MCM Meals On Wheels,2130 W. Okmulgee Ave,Muskogee,OK,74403,918-687-7990
10178-01,Wright City Senior Citizens,1000 N. Norwood,Wright City,OK,74766,580-212-2724
10179-01,First Baptist Church/Drumright,229 S. Ohio Ave,Drumright,OK,74030,918-352-2559
10179-02,FBC Drumtight/BP,229 South Ohio,Drumright,OK,74030,918-352-2559
10180-01,Mt. Zion H E L P  Project,419 N. Elgin Ave.,Tulsa,OK,74120,918-584-0510
10182-01,John 3:16 Family Ministry,2027 N. MLK Dr(Cincinnati Ave),Tulsa,OK,74106,918-592-1186
10182-02,John 3:16 Mission Inc.,506 N. Cheyenne Ave.,Tulsa,OK,74103,918-587-1187
10183-01,Hospice of Green Country,"1120 S Boston, Suite 200",Tulsa,OK,74119,918-747-2273
10184-01,Evening Shade Community Center,"Rt 1, Box 205-1",Vian,OK,74962,918-773-5242
10185-01,Springs Inc.,222 N. Main,Sand Springs,OK,74063,918-241-0236
10186-01,Nueva Esperanza UMC,1027 N. Harvard Ave,Tulsa,OK,74115,918-409-9208
10187-01,Trinity Full Gospel Church,117 South Willow,Nowata,OK,74048,918-273-3736
10188-01,KiBois CAF Pantry/Poteau,108 North Witte,Poteau,OK,74953,918-839-7405
10189-01,Sapulpa SDA Church,201 S. Linden,Sapulpa,OK,74066,918-267-8018
10190-01,Women In Safe Homes,424 Tower Hill,Muskogee,OK,74401,918-682-7879
10190-02,Women in Safe Homes/Pantry,514 M.L.K.,Muskogee,OK,74402,918-682-7879
10191-01,CRSOK,7010 S. Yale Ave. Suite 107,Tulsa,OK,74136,918-492-2554
10193-01,Pioneer Free Will Baptist Ch.,Hwy 71 Rt1,Porum,OK,74462,918-484-2486
10195-01,Boys & Girls Club Bartlesville,401 S. Seminole Ave,Bartlesville,OK,74403,918-336-3636
10198-01,Colberts Community Resource,4936 N Johnstown,Tulsa,OK,74126,918-425-4847
10199-01,Honobia Senior Citizens,Hnobia Circle,Honobia,OK,74549,918-755-4339
10200-01,Christ For Humanity,6314 East 13th St,Tulsa,OK,74112,918-836-2424
10201-01,Jubilee Christian Center,12430 N. 230 Rd,Okmulgee,OK,74447,918-756-5338
10205-01,First Assembly of God,200 W. Sequoyah St,Muldrow,OK,74948,918-427-4091
10206-01,Helping Hand Ministry,712 S. Boston Ave.,Tulsa,OK,74119,918-645-5100
10207-01,Bristow Presbyterian Church/BP,200 West 6th Street,Bristow,OK,74010,918-367-3169
10208-02,Muskogee SDA Church/BackPack,170 N. Country Club,Muskogee,OK,74403,918-682-5602
10210-01,Meals On Wheels/Metro Tulsa,12620 E. 31st St.,Tulsa,OK,74146,918-627-4103
10211-01,Sand Springs Community Service,15 E. 2nd St.,Sand Springs,OK,74063,918-245-5183
10213-01,Claremore SDA Church,20555 s. 4170 Rd,Claremore,OK,74018,918-341-7873
10216-02,EOYS Detention Center,1208 N. West Street,McAlester,OK,74501,918-426-1585
10220-01,Grace Community Church,19179 193 Ave,Spiro,OK,74959,918-962-3939
10221-01,First Baptist Church/Antlers P,"208 N.E. ""B"" St.",Antlers,OK,74523,580-298-5701
10221-02,First Baptist Church/Antlers,"208 N.E. ""B"" St.",Antlers,OK,74523,580-298-5701
10221-03,First Baptist Church/Backpack,"208 NE ""B"" Street",Antlers,OK,74523,580-298-3374
10222-01,Crosstown Pentecostal Holiness,1206 W. 5th,Okmulgee,OK,74447,918-756-2442
10224-01,Parent Child Center,1421 S. Boston Ave.,Tulsa,OK,74119,918-599-7999
10224-02,Parent-Child Center Pantry,1421 S. Boston,Tulsa,OK,74119,918-599-7999
10226-01,Members in Christ/Vian,North Hwy 82,Vian,OK,74962,918-773-3068
10229-01,Muskogee Youth Services/MCCOYS,4009 Eufaula Ave.,Muskogee,OK,74403,918-682-2841
10231-01,St Thomas More Catholic Church,2720 South 129th E Ave,Tulsa,OK,74134,918-624-1013
10232-01,Daystar Community Services,18 West Ash,Stilwell,OK,74960,918-696-3185
10234-01,"Kiamichi Youth Services, Inc.",1310 SE Washington St,Idabel,OK,74745,580-286-6671
10235-01,McAlester Group Home,504 E. Buchanan,McAlester,OK,74501,918-423-6573
10236-01,First Christian Ch. McAlester,300 E. Carl Albert Pkwy,McAlester,OK,74501,918-423-1500
10236-02,First Christian Ch. Pantry,300 E. Carl Albert Pkwy,McAlester,OK,74501,918-423-1500
10237-01,Craig County Salvation Army,224 W. Sequoyah Ave,Vinita,OK,74301,918-256-2037
10240-01,Hospitality House of Oklahoma,635 Short Stonewall Ave,McAlester,OK,74501,918-429-0142
10243-01,Safe Haven Yale,4650 E. Admiral Pl,Tulsa,OK,74115,918-467-6267
10245-01,"First UMC, McAlester",1501 South 13th Street,McAlester,OK,74501,918-423-6136
10248-01,Craig County Detention Center,1540 N Industrial Ave,Vinita,OK,74301,918-256-6488
10249-01,Broken Arrow Assembly,118 E. Commercial,Broken Arrow,OK,74012,918-251-6679
10250-01,Ark of Faith Foundation,401 E. Broadway,Muskogee,OK,74403,918-682-8411
10250-02,Ark of Faith Foundation,401 E. Broadway,Muskogee,OK,74403,918-682-8411
10254-01,Red Fork Baptist Church,2821 W. 40th St.,Tulsa,OK,74107,918-508-7660
10257-01,Palmer Continuum of Care,2442 E. Mohawk Blvd.,Tulsa,OK,74110,918-430-0975
10258-01,Oaks Indian Center,155 N. Military Rd,Oaks,OK,74359,918-868-2886
10259-01,Gene Heathcock Community Center,85 Main Street,Krebs,OK,74554,918-426-0377
10260-01,Boys & Girls Club/Sequoyah Co,111 N. Elm,Sallisaw,OK,74955,918-775-4659
10265-01,New Faith/Crestview,3535 N. Cincinnati Ave.,Tulsa,OK,74106,918-430-0030
10266-01,Two Rivers NATC,14248 Hectorville Rd,Mounds,OK,74247,918-366-6735
10269-01,Abundant Rain Ministries,12517 S. 273rd E. Ave,Coweta,OK,74429,918-902-7201
10271-01,Youth & Family Services,6111 SE Nowata,Bartlesville,OK,74006,918-335-3302
10272-01,The Hope Center,199 South College,Westville,OK,74965,918-723-4673
10273-01,Harvest House,1439 E. 71st St.,Tulsa,OK,74136,918-492-5511
10274-01,LeFlore County Youth Services,501 Sage,Poteau,OK,74953,918-647-4196
10275-01,Women's Crisis Services,1006 Dewey,Poteau,OK,74953,918-647-2810
10276-01,St Paul UMC/BP,2130 W. Okmulgee,Muskogee,OK,74401,918-687-7571
10278-01,Sheridan Road Baptist Church,1324 N. Sheridn Rd,Tulsa,OK,74115,918-627-3763
10280-01,First Baptist Church/Muskogee,111 S. 7th St.,Muskogee,OK,74401,918-683-0962
10280-02,First Baptist Church/Backpack,111 South 7th,Muskogee,OK,74401,918-683-0962
10281-01,Indianola Senior Citizens,305 South Street,Indianola,OK,74442,918-823-4577
10282-01,Wilburton Group Home,210 S.W. 9th,Wilburton,OK,74578,918-465-2063
10284-01,Bixby Community Outreach Center,4 East Dawes,Bixby,OK,74008,918-366-9226
10287-01,Christ's Cupboard/Hominy,118 S. Wood Ave,Hominy,OK,74035,918-885-2710
10291-01,First Baptist Ch./Broken Bow,505 N. Broadway,Broken Bow,OK,74728,580-584-6353
10292-01,Park Plaza Church of Christ,5925 E. 51st St.,Tulsa,OK,74135,918-895-6816
10293-01,Soper Senior Citizens,411 Paris Ave,Soper,OK,74759,580-345-2803
10294-01,Rattan Senior Citizens Center,Hwys 3 & 93,Rattan,OK,74562,580-587-2395
10298-01,Depew Senior Citizens Center,412 Main Street,Depew,OK,74028,918-324-5485
10299-01,Hand to Hand,18 SE Jefferson,Idabel,OK,74745,580-286-3133
10303-01,The Joseph Project,405 E. Main,Stigler,OK,74462,918-967-3932
10305-02,Sobol Baptist Church,Hwy 3,Sobol,OK,74735,580-587-2459
10306-01,"Our House, Too",203 N. Nogales Aver,Tulsa,OK,74127,918-585-9552
10310-01,Jenks Church of Christ,1529 West 49th Street,Tulsa,OK,74107,918-299-2043
10312-01,Bristow Social Services Inc.,206 S Main,Bristow,OK,74010,918-606-1687
10315-01,Safe Haven,12 East 12th St,Tulsa,OK,74119,918-497-6267
10318-01,Rogers County Youth Services,2680 N Hwy 88,Claremore,OK,74017,918-341-7580
10319-01,Okmulgee Co. Family Resource Ctr.,1501 S. Creek,Okmulgee,OK,74447,918-756-2549
10320-01,Anchor of Hope Pantry,705 N. Quaker Ave.,Tulsa,OK,74106,918-734-0371
10320-02,Anchor of Hope Fellowship,705 N. Quaker Ave.,Tulsa,OK,74106,918-734-0371
10321-01,"Kibois Community Action, Inc.",309 W. Main,Wilburton,OK,74578,918-465-3381
10324-01,Bethel SDA Comm. Service,1365 E. 46th St N,Tulsa,OK,74148,918-425-2771
10325-01,ARC Group Homes,616 East 4th,Bartlesville,OK,74005,918-336-5928
10327-01,Crosstown Church of Christ,3400 E. Admiral Pl,Tulsa,OK,74115,918-834-1395
10328-01,New Beginnings Assembly of God,19040 Oakwood Street,Spiro,OK,74959,479-459-0590
10330-01,S.T.E.P.S. Resource Center,4301 S. Union Ave,Tulsa,OK,74107,918-447-1989
10331-01,North Miami First Baptist Ch.,600 Olive,North Miami,OK,74358,918-675-4856
10332-01,Good Samaritan Ministries,715 S. Highway 88,Claremore,OK,74017,918-343-4357
10333-01,Tulsa Indian UMC,1901 N. College Ave,Tulsa,OK,74110,918-834-1956
10336-01,Adair County Resource Center,110 2nd Street,Stilwell,OK,74960,918-696-2715
10336-02,Adair Co Resource Center/BP,10 South Second,Stilwell,OK,74960,479-263-4693
10337-01,Bread of Life/Tahlequah,325 East Ward,Tahlequah,OK,74464,918-456-2633
10338-01,Poteau Church of Christ,20690 292 Street,Poteau,OK,74953,918-647-4873
10339-01,John 6:13/All Sts Episcopal Ch,325 E. Washington,McAlester,OK,74501,918-423-0740
10340-01,Fanshawe Freewill Baptist Ch.,36800 Hwy 270,Fanshawe,OK,74935,918-839-0747
10343-01,Colcord Senior Citizens,192 W. Senior St,Colcord,OK,74338,918-326-4536
10344-01,Grace Cottage,311 N. Witte,Poteau,OK,74953,918-649-3737
10347-01,First Baptist Church/Heavener,200 West Ave. C,Heavener,OK,74937,918-653-7788
10352-01,Oasis Inc. Adult Day Services,"5525 E. 51st Street, Ste 400",Tulsa,OK,74135,918-749-6969
10355-01,Camp Fire East,706 S. Boston Ave,Tulsa,OK,74119,918-592-2267
10356-01,St Anthony Catholic Church,575 S. Morton Ave,Okmulgee,OK,74447,918-756-4385
10358-01,Miami Tribal Nutrition Center,2307 W. Newman Rd,Miami,OK,74355,918-542-7377
10363-01,Walker Hall,1729 S. Baltimore,Tulsa,OK,74119,918-599-0532
10364-01,Victory Christian Center,8138 S. Delaware,Tulsa,OK,74137,918-491-7978
10368-01,OK United Meth. Children's Home,7 Mathes Park Dr.,Tahlequah,OK,74464,918-456-6166
10370-01,Jay Senior Citizens Center,816 Main St,Jay,OK,74346,918-253-8405
10371-04,F&CS Headstart Pantry,302 West 8th St,Tulsa,OK,74119,918-281-8569
10371-05,F&CS North O.S.,3604 N. Cincinnati,Tulsa,OK,74106,918-425-4200
10371-06,F&CS North E.F.,3604 N. Cincinnati,Tulsa,OK,74106,918-425-4200
10371-09,F&CS Midtown,2325 S. Harvard #400,Tulsa,OK,74119,918-513-8311
10371-13,F&CS Women in Recovery,2325 South Harvard,Tulsa,OK,74114,918-557-7405
10371-14,F&CS Women in Recovery OS,650 South Peoria,Tulsa,OK,74120,918-425-4200
10371-15,F&CS PSR Pantry,3604 N. Cincinnati,Tulsa,OK,74106,918-289-0500
10372-01,Parkside Pantry,1620 East 12th,Tulsa,OK,74120,918-582-2131
10372-03,Parkside/TCAT North,1220 S Trenton,Tulsa,OK,74120,918-582-2131
10372-04,Parkside TCAT South,1220 S. Trenton,Tulsa,OK,74120,918-582-2131
10374-01,NATL/ Tulsa Works,5000 Charles Page Blvd.,Tulsa,OK,74127,918-584-1111
10377-01,Bethel Baptist Church,303 Wann St,Wister,OK,74966,918-655-7547
10378-01,Souls Harbor Church,418 S. 193rd E. Ave.,Tulsa,OK,74108,918-266-1110
10379-01,B&GC of Green Country,1111 SE 9th Street,Pryor,OK,74361,918-825-9843
10379-02,B&GC of Green Country/BP,1111 SE 9th Street,Pryor,OK,74361,918-824-1908
10381-01,Ribbon of Blue Ministries,1407 W. Bowen Pl,Tulsa,OK,74127,918-584-4339
10382-01,First Baptist Church/Sapulpa,200 S. Elm,Sapulpa,OK,74066,918-224-4100
10387-01,Standing in the Gap,302 East 5th Suite E,Owasso,OK,74055,918-857-9470
10388-01,Calvary Baptist Ch Boy's Ranch,RR2 Box1497,Checotah,OK,74426,918-689-3442
10389-01,Homelife Association/Alpha,8228 S. Elwood,Tulsa,OK,74132,918-299-4827
10389-02,Homelife Association/Beta,7605 E. 69th St,Tulsa,OK,74133,918-745-1114
10391-01,God's Helping Hands/LAMA,107 McKinley St,Eufaula,OK,74432,918-689-1800
10393-01,Kansas Senior Center,160 S. Cherokee St,Kansas,OK,74347,918-868-2593
10397-01,Members In Christ Assem/Tul,401 S. 41st W. Ave,Tulsa,OK,74127,918-260-7679
10402-01,Faith Mission IGC,3210 A S. Norwood,Tulsa,OK,74135,918-496-8403
10405-01,Higher Esteem,205 E. Pine St Suite 501,Tulsa,OK,74106,918-425-4357
10414-01,Home of Hope,960 W Hope Road,Vinita,OK,74301,918-256-7825
10415-01,First Baptist Church/BP,311 W. 5th Street,Okmulgee,OK,74447,918-756-7880
10415-02,First Baptist Church,205 Este Cate Road,Okmulgee,OK,74447,918-756-7880
10424-01,Leonard United Methodist Churc,16820 South 159th E Ave,Leonard,OK,74043,918-637-2365
10425-01,Gatesway Foundation,1217 E. College St,Broken Arrow,OK,74012,918-855-4477
10426-01,Salvation Army/Bartlesville,101 N. Bucy Ave.,Bartlesville,OK,74003,918-336-6454
10426-02,Salvation Army/Bartlesville,101 N. Bucy Ave.,Bartlesville,OK,74003,918-336-6454
10430-01,New Birth Tabernacle UPC,3210 E. Tecumseh St,Tulsa,OK,74110,918-812-2095
10431-01,The Dream Center,200 West 46th St N.,Tulsa,OK,74126,918-430-9984
10432-01,"Center Point, Inc",3637 N. Lewis Ave,Tulsa,OK,74110,918-425-7500
10432-02,Center Point Osage,1755 West 53rd St N,Tulsa,OK,74055,918-346-6738
10435-01,Lighthouse Family Worship Ctr.,Hwy 123 & 11 Junction,Barnsdall,OK,74002,918-847-2385
10437-01,Catholic Charities/Poteau,502 N Bagwell St,Poteau,OK,74953,918-963-2355
10438-01,Shirley Cook Mem Food Bank,200 South 7th,Barnsdall,OK,74002,918-847-2798
10439-01,First United Meth. Ch/Okmulgee,302 S. Seminole,Okmulgee,OK,74447,918-756-6085
10440-01,Housing Partners of Tulsa,3601 N. Quaker,Tulsa,OK,74106,918-581-5985
10441-01,Manna House,4921 E. Admiral Pl.,Tulsa,OK,74115,918-274-8242
10448-01,McAlester Care Center,1904 NW Crisler Street,Krebs,OK,74554,918-423-0032
10450-01,Sawyer Senior Citizens Ctr.,Hwy 70/147 North,Sawyer,OK,74756,580-326-5226
10453-01,Caring Community Friends,12 W Burnham,Sapulpa,OK,74066,918-224-6464
10453-02,Caring Community Friends/BP,12 W. Burnham,Sapulpa,OK,74167,918-224-6464
10456-01,Landmark Bible Church,221 S. Broadway,Haskell,OK,74436,918-482-9289
10459-01,"Crossroads, Inc.",1888 E. 15th St.,Tulsa,OK,74104,918-749-2141
10460-01,First Baptist Church/Tulsa,305 S. Detroit,Tulsa,OK,74103,918-260-5226
10461-01,Eagletown Senior Citizens Ctr.,126 East HWY 70,Eagletown,OK,74734,580-835-7358
10463-01,Grand Lake Community Ministry,268 W. Broadway,Langley,OK,74350,918-782-3258
10465-01,Okmulgee Co. Homeless Shelter,214 N. Morton,Okmulgee,OK,74447,918-756-9098
10471-01,Wagoner Area Neighbors,100 NW 8th,Wagoner,OK,74467,918-485-2309
10473-01,Tulsa County Social Services,2401 Charles Page Blvd.,Tulsa,OK,74127,918-596-5560
10480-01,KIBOIS CAF Women's Shelter,605 NE 2nd Street,Stigler,OK,74462,918-967-2512
10481-01,MCM Community Pantry,501 W. Broadway,Muskogee,OK,74403,918-683-3593
10482-01,Special Kids,551 North 28th West Ave,Tulsa,OK,74127,918-836-9464
